ｘ,?action=edit,,?preview_id=,Platform,ID,案件名,単価,合計,2019/04/01,2019/04/02,2019/04/03,2019/04/04,2019/04/05,2019/04/06,2019/04/07,2019/04/08,2019/04/09,2019/04/10,2019/04/11,2019/04/12,2019/04/13,2019/04/14,2019/04/15,2019/04/16,2019/04/17,2019/04/18,2019/04/19,2019/04/20,2019/04/21,2019/04/22,2019/04/23,2019/04/24,2019/04/25,2019/04/26,2019/04/27,2019/04/28,2019/04/29,2019/04/30,
粗利,google,三宅,ライフラインベーシック,,,ライフラインベーシック,google,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,関連記事Nvv,笹川,LAKUBI（ラクビ）PA③⑤,,,,,"¥10,500",¥0,¥0,¥0,¥0,¥0,"¥10,500",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,docomo,笹川,LAKUBI（ラクビ）Z,,,,,"¥7,019","-¥5,962","¥5,963","¥6,789","-¥4,111","-¥2,711","-¥4,449","¥11,500",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,lap,笹川,LAKUBI（ラクビ）PA,,,,,"¥49,345","¥11,374","¥11,051","-¥12,318","¥15,238","¥12,000",¥0,¥0,¥0,"¥12,000",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,facebook,笹川,パールホワイト,,,,,"-¥50,359","-¥10,216","-¥18,527","-¥24,075","-¥12,461","-¥20,803","-¥14,093","¥12,316","¥37,500",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,docomo,笹川,パールホワイト,,,,,"¥15,621","-¥2,409","¥10,164","-¥1,891","-¥1,810",-¥565,-¥368,¥0,"¥12,500",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gdn,笹川,パールクチュール,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,facebook,笹川,パールクチュール,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,lap,笹川,PG2ピュアエッセンス,,,,,"-¥6,099","-¥5,420","-¥13,614","-¥2,905","¥14,587","¥2,953","-¥3,710","¥2,010",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,lap,笹川,珠肌ランシェル,,,,,"¥13,100",¥0,¥0,¥0,¥0,¥0,"¥1,091","-¥3,991","¥16,000",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,smartnews,勝屋,クレムドアン,,,クレムドアン,,"¥6,131",¥0,¥0,"¥7,000",¥0,-¥251,-¥108,-¥464,-¥47,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,poets,勝屋,クレムドアン,,,クレムドアン,,"¥19,391","¥11,980","-¥2,534","-¥1,884","-¥1,675","-¥1,578","-¥1,548","-¥2,282","¥19,501",-¥589,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,docomo,勝屋,クレムドアン,,,クレムドアン,,"¥13,445","¥30,757","¥4,103","-¥16,948","¥3,387","¥3,577","-¥17,302","-¥16,327","-¥3,952","¥26,150",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,勝屋,クレムドアン,,,クレムドアン,,-¥555,"¥2,213","¥3,131","¥9,997","-¥1,834","-¥2,778","-¥3,465","-¥3,771","-¥3,356",-¥692,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,lucra,勝屋,クレムドアン,,,クレムドアン,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,poets,勝屋,クリスチャン・ココ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,poets,勝屋,スベルトレディ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,smartnews,勝屋,スベルトレディ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,勝屋,スベルトレディ,,,,,¥0,¥0,¥0,¥0,-¥50,-¥101,-¥81,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,笹川,シミウス　記事①,,,,,"-¥6,278",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,"-¥6,278",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,笹川,シミウス　記事②,,,,,"¥4,906",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,"¥4,906",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,笹川,シミウス　記事③,,,,,"-¥1,260",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,"-¥1,260",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,笹川,シミウス　記事④,,,,,"-¥25,280",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,"-¥25,280",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,ステラ菌活美人,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,エクスレッグスリマー,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,エクスレーブ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,リブランコート,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,BU,リブランコート,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,めっちゃ贅沢フルーツ青汁,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,素果青汁（すっきりフルーツ青汁）,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,Shirosai(PF切り替え前),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,Shirosai(PF切り替え前),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,【台湾用】ステラアリエス,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,バルクオム(PF切り替え前),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,バルクオム(PF切り替え前),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,HMBアルティメイト(PF切り替え前),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,HMBアルティメイト(PF切り替え後),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,DUO,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,ディノベート,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,よくばりきれいの生酵素,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,やまだの活きてる穀物酵素(山田農園穀物活酵素)	,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,perfectone,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,ヘラスリム(PF切り替え前),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,ヘラスリム(PF切り替え後),,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,ブリリアージュ_新LP,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,very green smoothie,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,マンスールセラム,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,重ね発酵ハーブ茶,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,iマイクロパッチ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,台湾SEO,,すっぽんスリム,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
